date,price
12/12/2017,656.52
12/11/2017,513.29
12/10/2017,436.49
12/09/2017,472.86
12/08/2017,451.74
12/07/2017,421.15
12/06/2017,422.48
12/05/2017,453.96
12/04/2017,466.93
12/03/2017,462.81
12/02/2017,457.96
12/01/2017,461.58
11/30/2017,434.85
11/29/2017,427.42
11/28/2017,466.27
11/27/2017,475.24
11/26/2017,470.54
11/25/2017,464.61
11/24/2017,470.43
11/23/2017,406.57
11/22/2017,380.84
11/21/2017,360.52
11/20/2017,367.71
11/19/2017,354.6
11/18/2017,346.65
11/17/2017,331.72
11/16/2017,330.32
11/15/2017,331.2
11/14/2017,334.72
11/13/2017,314.6
11/12/2017,306.02
11/11/2017,314.23
11/10/2017,296.86
11/09/2017,319.66
11/08/2017,307.35
11/07/2017,291.84
11/06/2017,296.82
11/05/2017,296.23
11/04/2017,300.04
11/03/2017,304.51
11/02/2017,284.92
11/01/2017,289.42
10/31/2017,303.64
10/30/2017,306.8
10/29/2017,304.04
10/28/2017,293.35
10/27/2017,296.36
10/26/2017,295.54
10/25/2017,296.35
10/24/2017,296.5
10/23/2017,285.27
10/22/2017,294.03
10/21/2017,299.55
10/20/2017,303.08
10/19/2017,307.41
10/18/2017,313.54
10/17/2017,316.14
10/16/2017,334.23
10/15/2017,336.58
10/14/2017,338.81
10/13/2017,336.83
10/12/2017,302.89
10/11/2017,302.86
10/10/2017,298.46
10/09/2017,296.95
10/08/2017,309.49
10/07/2017,311.26
10/06/2017,308.33
10/05/2017,294.99
10/04/2017,291.68
10/03/2017,291.81
10/02/2017,296.81
10/01/2017,303.95
09/30/2017,302.77
09/29/2017,292.58
09/28/2017,302.77
09/27/2017,309.97
09/26/2017,288.64
09/25/2017,294.89
09/24/2017,282.6
09/23/2017,286.14
09/22/2017,262.94
09/21/2017,257.77
09/20/2017,283.56
09/19/2017,283.0
09/18/2017,297.53
09/17/2017,258.4
09/16/2017,254.49
09/15/2017,259.57
09/14/2017,223.14
09/13/2017,275.84
09/12/2017,294.1
09/11/2017,297.95
09/10/2017,299.21
09/09/2017,303.79
09/08/2017,306.72
09/07/2017,335.37
09/06/2017,338.92
09/05/2017,317.94
09/04/2017,303.7
09/03/2017,352.45
09/02/2017,351.03
09/01/2017,391.42
08/31/2017,388.33
08/30/2017,383.86
08/29/2017,372.35
08/28/2017,347.66
08/27/2017,347.88
08/26/2017,332.86
08/25/2017,330.06
08/24/2017,325.28
08/23/2017,317.4
08/22/2017,313.37
08/21/2017,321.85
08/20/2017,298.2
08/19/2017,293.02
08/18/2017,292.62
08/17/2017,300.3
08/16/2017,301.38
08/15/2017,286.52
08/14/2017,299.16
08/13/2017,296.62
08/12/2017,308.02
08/11/2017,309.32
08/10/2017,298.28
08/09/2017,295.28
08/08/2017,296.51
08/07/2017,269.94
08/06/2017,264.56
08/05/2017,253.09
08/04/2017,220.6
08/03/2017,224.39
08/02/2017,218.12
08/01/2017,225.9
07/31/2017,201.33
07/30/2017,196.78
07/29/2017,206.14
07/28/2017,191.21
07/27/2017,202.93
07/26/2017,202.88
07/25/2017,203.59
07/24/2017,225.48
07/23/2017,228.32
07/22/2017,230.47
07/21/2017,216.33
07/20/2017,226.33
07/19/2017,194.41
07/18/2017,227.09
07/17/2017,189.97
07/16/2017,155.42
07/15/2017,169.1
07/14/2017,197.14
07/13/2017,205.41
07/12/2017,224.15
07/11/2017,190.55
07/10/2017,205.76
07/09/2017,237.72
07/08/2017,245.67
07/07/2017,240.94
07/06/2017,265.88
07/05/2017,266.0
07/04/2017,269.05
07/03/2017,276.41
07/02/2017,283.99
07/01/2017,261.0
06/30/2017,280.68
06/29/2017,292.9
06/28/2017,315.86
06/27/2017,286.14
06/26/2017,253.68
06/25/2017,279.36
06/24/2017,304.54
06/23/2017,326.85
06/22/2017,320.97
06/21/2017,325.3
06/20/2017,350.53
06/19/2017,358.2
06/18/2017,351.53
06/17/2017,368.1
06/16/2017,353.61
06/15/2017,344.68
06/14/2017,343.84
06/13/2017,388.09
06/12/2017,394.66
06/11/2017,339.68
06/10/2017,335.95
06/09/2017,279.11
06/08/2017,259.41
06/07/2017,255.77
06/06/2017,264.26
06/05/2017,247.75
06/04/2017,244.96
06/03/2017,224.3
06/02/2017,222.04
06/01/2017,220.7
05/31/2017,228.64
05/30/2017,228.58
05/29/2017,194.17
05/28/2017,172.86
05/27/2017,156.63
05/26/2017,162.83
05/25/2017,177.33
05/24/2017,193.03
05/23/2017,169.5
05/22/2017,160.39
05/21/2017,148.0
05/20/2017,123.06
05/19/2017,124.38
05/18/2017,95.88
05/17/2017,86.98
05/16/2017,87.8
05/15/2017,90.32
05/14/2017,88.72
05/13/2017,87.96
05/12/2017,85.15
05/11/2017,88.2
05/10/2017,87.83
05/09/2017,86.27
05/08/2017,88.39
05/07/2017,90.46
05/06/2017,94.82
05/05/2017,90.79
05/04/2017,94.55
05/03/2017,80.37
05/02/2017,77.25
05/01/2017,77.53
04/30/2017,79.83
04/29/2017,69.83
04/28/2017,72.42
04/27/2017,63.14
04/26/2017,53.28
04/25/2017,50.09
04/24/2017,49.94
04/23/2017,48.75
04/22/2017,48.41
04/21/2017,48.27
04/20/2017,49.36
04/19/2017,47.88
04/18/2017,49.88
04/17/2017,47.94
04/16/2017,48.22
04/15/2017,48.89
04/14/2017,47.32
04/13/2017,49.97
04/12/2017,46.38
04/11/2017,43.74
04/10/2017,43.74
04/09/2017,43.72
04/08/2017,44.37
04/07/2017,42.31
04/06/2017,43.23
04/05/2017,44.9
04/04/2017,44.43
04/03/2017,44.13
04/02/2017,48.55
04/01/2017,50.6
03/31/2017,49.91
03/30/2017,51.91
03/29/2017,53.07
03/28/2017,50.25
03/27/2017,49.06
03/26/2017,50.63
03/25/2017,50.62
03/24/2017,53.19
03/23/2017,43.2
03/22/2017,41.65
03/21/2017,42.67
03/20/2017,42.51
03/19/2017,43.12
03/18/2017,34.0
03/17/2017,44.48
03/16/2017,45.51
03/15/2017,35.18
03/14/2017,28.58
03/13/2017,28.45
03/12/2017,23.31
03/11/2017,21.45
03/10/2017,19.13
03/09/2017,17.71
03/08/2017,16.54
03/07/2017,18.91
03/06/2017,19.75
03/05/2017,19.22
03/04/2017,18.61
03/03/2017,19.48
03/02/2017,19.08
03/01/2017,17.55
02/28/2017,16.07
02/27/2017,15.55
02/26/2017,14.59
02/25/2017,13.57
02/24/2017,13.11
02/23/2017,13.13
02/22/2017,12.69
02/21/2017,12.77
02/20/2017,12.52
02/19/2017,12.82
02/18/2017,12.83
02/17/2017,12.72
02/16/2017,12.95
02/15/2017,12.97
02/14/2017,13.0
02/13/2017,11.39
02/12/2017,11.42
02/11/2017,11.43
02/10/2017,11.34
02/09/2017,10.94
02/08/2017,11.39
02/07/2017,11.45
02/06/2017,11.32
02/05/2017,11.22
02/04/2017,11.32
02/03/2017,10.95
02/02/2017,10.78
02/01/2017,10.71
01/31/2017,10.71
01/30/2017,10.62
01/29/2017,10.47
01/28/2017,10.54
01/27/2017,10.51
01/26/2017,10.65
01/25/2017,10.51
01/24/2017,10.51
01/23/2017,10.78
01/22/2017,10.71
01/21/2017,10.91
01/20/2017,10.6
01/19/2017,10.43
01/18/2017,10.19
01/17/2017,10.14
01/16/2017,9.59
01/15/2017,9.88
01/14/2017,9.78
01/13/2017,9.78
01/12/2017,9.81
01/11/2017,9.83
01/10/2017,10.55
01/09/2017,10.2
01/08/2017,10.27
01/07/2017,9.78
01/06/2017,10.07
01/05/2017,10.2
01/04/2017,10.88
01/03/2017,9.59
01/02/2017,8.33
01/01/2017,8.14
12/31/2016,8.05
12/30/2016,8.16
12/29/2016,8.21
12/28/2016,7.57
12/27/2016,7.15
12/26/2016,7.21
12/25/2016,7.19
12/24/2016,7.23
12/23/2016,7.16
12/22/2016,7.64
12/21/2016,7.87
12/20/2016,7.59
12/19/2016,7.61
12/18/2016,7.89
12/17/2016,7.66
12/16/2016,7.85
12/15/2016,7.76
12/14/2016,8.23
12/13/2016,8.4
12/12/2016,8.45
12/11/2016,8.2
12/10/2016,8.09
12/09/2016,8.52
12/08/2016,8.3
12/07/2016,8.35
12/06/2016,7.61
12/05/2016,6.69
12/04/2016,7.54
12/03/2016,7.9
12/02/2016,7.65
12/01/2016,8.44
11/30/2016,8.59
11/29/2016,8.18
11/28/2016,8.66
11/27/2016,8.91
11/26/2016,9.34
11/25/2016,9.39
11/24/2016,9.22
11/23/2016,9.78
11/22/2016,9.84
11/21/2016,9.56
11/20/2016,9.57
11/19/2016,9.7
11/18/2016,9.53
11/17/2016,9.95
11/16/2016,10.01
11/15/2016,10.22
11/14/2016,10.0
11/13/2016,10.13
11/12/2016,9.96
11/11/2016,10.29
11/10/2016,10.52
11/09/2016,10.64
11/08/2016,10.86
11/07/2016,10.9
11/06/2016,10.97
11/05/2016,11.11
11/04/2016,11.13
11/03/2016,10.86
11/02/2016,10.82
11/01/2016,10.75
10/31/2016,10.91
10/30/2016,11.22
10/29/2016,10.39
10/28/2016,11.08
10/27/2016,11.43
10/26/2016,11.5
10/25/2016,11.38
10/24/2016,11.93
10/23/2016,11.95
10/22/2016,12.06
10/21/2016,12.07
10/20/2016,12.05
10/19/2016,11.98
10/18/2016,12.5
10/17/2016,11.98
10/16/2016,11.93
10/15/2016,11.96
10/14/2016,11.9
10/13/2016,12.02
10/12/2016,11.77
10/11/2016,11.75
10/10/2016,11.74
10/09/2016,12.06
10/08/2016,12.24
10/07/2016,12.68
10/06/2016,12.87
10/05/2016,13.09
10/04/2016,13.32
10/03/2016,13.45
10/02/2016,13.23
10/01/2016,13.21
09/30/2016,13.24
09/29/2016,13.17
09/28/2016,13.3
09/27/2016,13.09
09/26/2016,12.89
09/25/2016,13.05
09/24/2016,12.91
09/23/2016,13.36
09/22/2016,13.11
09/21/2016,13.72
09/20/2016,14.72
09/19/2016,12.93
09/18/2016,12.39
09/17/2016,12.83
09/16/2016,12.61
09/15/2016,11.96
09/14/2016,11.97
09/13/2016,11.92
09/12/2016,11.89
09/11/2016,11.64
09/10/2016,12.05
09/09/2016,11.72
09/08/2016,11.39
09/07/2016,11.59
09/06/2016,11.7
09/05/2016,11.75
09/04/2016,11.71
09/03/2016,11.85
09/02/2016,12.08
09/01/2016,12.21
08/31/2016,11.55
08/30/2016,11.21
08/29/2016,10.95
08/28/2016,10.99
08/27/2016,11.19
08/26/2016,11.26
08/25/2016,11.35
08/24/2016,11.01
08/23/2016,11.01
08/22/2016,11.07
08/21/2016,11.14
08/20/2016,11.28
08/19/2016,10.71
08/18/2016,10.77
08/17/2016,10.77
08/16/2016,11.17
08/15/2016,11.21
08/14/2016,11.21
08/13/2016,11.56
08/12/2016,11.78
08/11/2016,11.68
08/10/2016,12.22
08/09/2016,12.22
08/08/2016,11.29
08/07/2016,10.98
08/06/2016,10.95
08/05/2016,11.05
08/04/2016,11.21
08/03/2016,10.42
08/02/2016,8.3
08/01/2016,11.04
07/31/2016,11.86
07/30/2016,12.57
07/29/2016,12.87
07/28/2016,12.87
07/27/2016,13.05
07/26/2016,12.08
07/25/2016,13.84
07/24/2016,12.63
07/23/2016,14.4
07/22/2016,14.82
07/21/2016,12.66
07/20/2016,12.54
07/19/2016,11.63
07/18/2016,11.03
07/17/2016,11.19
07/16/2016,11.59
07/15/2016,11.88
07/14/2016,11.55
07/13/2016,10.44
07/12/2016,10.54
07/11/2016,10.58
07/10/2016,10.97
07/09/2016,10.92
07/08/2016,11.3
07/07/2016,10.07
07/06/2016,10.51
07/05/2016,10.45
07/04/2016,11.34
07/03/2016,11.85
07/02/2016,12.04
07/01/2016,12.23
06/30/2016,12.4
06/29/2016,12.76
06/28/2016,12.15
06/27/2016,14.04
06/26/2016,13.82
06/25/2016,14.28
06/24/2016,14.25
06/23/2016,13.58
06/22/2016,13.21
06/21/2016,12.71
06/20/2016,11.7
06/19/2016,12.33
06/18/2016,11.36
06/17/2016,15.49
06/16/2016,20.61
06/15/2016,18.3
06/14/2016,18.7
06/13/2016,17.55
06/12/2016,15.57
06/11/2016,14.01
06/10/2016,13.97
06/09/2016,14.49
06/08/2016,14.44
06/07/2016,14.41
06/06/2016,13.96
06/05/2016,13.85
06/04/2016,13.66
06/03/2016,13.78
06/02/2016,13.78
06/01/2016,13.83
05/31/2016,13.85
05/30/2016,12.48
05/29/2016,12.28
05/28/2016,11.56
05/27/2016,11.11
05/26/2016,12.37
05/25/2016,12.53
05/24/2016,12.62
05/23/2016,13.45
05/22/2016,14.21
05/21/2016,13.95
05/20/2016,13.73
05/19/2016,14.49
05/18/2016,13.29
05/17/2016,12.26
05/16/2016,11.04
05/15/2016,9.94
05/14/2016,10.14
05/13/2016,10.48
05/12/2016,10.1
05/11/2016,9.97
05/10/2016,9.39
05/09/2016,9.32
05/08/2016,9.44
05/07/2016,9.3
05/06/2016,9.27
05/05/2016,9.79
05/04/2016,9.43
05/03/2016,9.37
05/02/2016,10.03
05/01/2016,8.76
04/30/2016,8.83
04/29/2016,7.51
04/28/2016,7.3
04/27/2016,7.77
04/26/2016,7.5
04/25/2016,7.43
04/24/2016,8.0
04/23/2016,8.31
04/22/2016,7.83
04/21/2016,8.15
04/20/2016,8.54
04/19/2016,8.77
04/18/2016,8.92
04/17/2016,9.45
04/16/2016,8.48
04/15/2016,8.22
04/14/2016,8.48
04/13/2016,8.02
04/12/2016,7.53
04/11/2016,8.72
04/10/2016,8.8
04/09/2016,9.16
04/08/2016,9.74
04/07/2016,10.08
04/06/2016,10.79
04/05/2016,10.39
04/04/2016,11.1
04/03/2016,11.58
04/02/2016,11.61
04/01/2016,11.63
03/31/2016,11.41
03/30/2016,11.88
03/29/2016,11.73
03/28/2016,11.58
03/27/2016,10.5
03/26/2016,11.0
03/25/2016,10.69
03/24/2016,11.13
03/23/2016,12.29
03/22/2016,10.96
03/21/2016,11.97
03/20/2016,10.06
03/19/2016,10.55
03/18/2016,10.75
03/17/2016,11.14
03/16/2016,12.92
03/15/2016,13.09
03/14/2016,12.5
03/13/2016,15.0
03/12/2016,13.25
03/11/2016,11.25
03/10/2016,11.11
03/09/2016,11.55
03/08/2016,9.88
03/07/2016,9.5
03/06/2016,10.98
03/05/2016,11.0
03/04/2016,9.96
03/03/2016,9.35
03/02/2016,8.7
03/01/2016,7.59
02/29/2016,6.35
02/28/2016,6.5
02/27/2016,6.31
02/26/2016,6.03
02/25/2016,5.93
02/24/2016,6.23
02/23/2016,5.7
02/22/2016,5.6
02/21/2016,4.63
02/20/2016,4.37
02/19/2016,4.45
02/18/2016,4.36
02/17/2016,3.86
02/16/2016,4.25
02/15/2016,5.22
02/14/2016,5.2
02/13/2016,5.22
02/12/2016,5.27
02/11/2016,6.38
02/10/2016,4.35
02/09/2016,3.76
02/08/2016,3.16
02/07/2016,3.0
02/06/2016,2.53
02/05/2016,2.56
02/04/2016,2.57
02/03/2016,2.53
02/02/2016,2.45
02/01/2016,2.17
01/31/2016,2.2
01/30/2016,2.44
01/29/2016,2.41
01/28/2016,2.55
01/27/2016,2.42
01/26/2016,2.3
01/25/2016,2.5
01/24/2016,2.1
01/23/2016,2.03
01/22/2016,1.52
01/21/2016,1.54
01/20/2016,1.54
01/19/2016,1.22
01/18/2016,1.47
01/17/2016,1.31
01/16/2016,1.22
01/15/2016,1.2
01/14/2016,1.16
01/13/2016,1.14
01/12/2016,1.22
01/11/2016,1.08
01/10/2016,1.0
01/09/2016,0.98
01/08/2016,0.98
01/07/2016,0.94
01/06/2016,0.95
01/05/2016,0.94
01/04/2016,0.95
01/03/2016,0.96
01/02/2016,0.95
01/01/2016,0.92
