id,last_sale,decimals,payment_token,date
402,590000000000000000,18,ETH,05/03/2021
403,99,0,WETH,03/19/2022
404,56000000000000000000,18,ETH,12/07/2021
405,9500000000000000000,18,ETH,07/16/2021
406,,,,
407,45000000000000000000,18,ETH,11/14/2021
408,99000000000000000000,18,ETH,01/15/2022
409,7500000000000000000,18,ETH,07/11/2021
410,16000000000000000000,18,ETH,08/10/2021
411,14100000000000000000,18,ETH,08/09/2021
412,108000000000000000000,18,ETH,01/29/2022
413,,,,
414,,,,
415,,,,
416,,,,
417,500000000000000000,18,ETH,05/02/2021
418,342000000000000140,18,WETH,05/03/2021
419,,,,
420,,,,
421,18500000000000000000,18,ETH,08/01/2021
422,4650000000000000000,18,ETH,06/07/2021
423,,,,
424,4300000000000000000,18,ETH,06/10/2021
425,,,,
426,600000000000000000,18,ETH,05/25/2021
427,3555500000000000000,18,ETH,06/08/2021
428,3000000000000000000,18,ETH,06/30/2021
429,1050000000000000000,18,ETH,06/01/2021
430,4000000000000000000,18,ETH,07/11/2021
431,3290000000000000000,18,ETH,07/05/2021
432,4800000000000000000,18,ETH,07/14/2021
433,3550000000000000000,18,ETH,06/30/2021
434,2200000000000000000,18,WETH,06/26/2021
435,,,,
436,75000000000000000000,18,ETH,08/29/2021
437,756900000000000000,18,ETH,05/03/2021
438,1500000000000000000,18,ETH,06/05/2021
439,39900000000000000000,18,ETH,08/29/2021
440,35950000000000000000,18,ETH,10/28/2021
441,,,,
442,101000000000000000000,18,ETH,03/22/2022
443,3699900000000000000,18,ETH,07/07/2021
444,,,,
445,11869,2,WETH,04/05/2022
446,,,,
447,93,0,WETH,02/09/2022
448,9800000000000000000,18,ETH,08/02/2021
449,,,,
450,,,,
451,,,,
452,62000000000000000000,18,ETH,08/29/2021
453,10000000000000000000,18,ETH,06/21/2021
454,39000000000000000000,18,ETH,09/05/2021
455,,,,
456,3900000000000000000,18,ETH,06/08/2021
457,45000000000000000000,18,ETH,10/13/2021
458,,,,
459,,,,
460,,,,
461,,,,
462,50000000000000000000,18,ETH,11/16/2021
463,65000000000000000000,18,ETH,07/30/2021
464,28000000000000000000,18,ETH,08/08/2021
465,71690000000000000000,18,ETH,01/04/2022
466,110000000000000000000,18,WETH,01/24/2022
467,35696900000000000000,18,ETH,11/13/2021
468,46000000000000000000,18,ETH,08/30/2021
469,,,,
470,108900000000000000000,18,ETH,02/10/2022
471,,,,
472,89900000000000000000,18,ETH,02/28/2022
473,,,,
474,25000000000000000000,18,ETH,08/21/2021
475,2600000000000000000,18,WETH,06/02/2021
476,11000000000000000000,18,ETH,07/21/2021
477,1500000000000000000,18,ETH,06/07/2021
478,,,,
479,1910000000000000000,18,ETH,06/16/2021
480,138000000000000000000,18,ETH,02/11/2022
481,4206900000000000000,18,ETH,05/02/2021
482,1050000000000000000,18,ETH,06/03/2021
483,60000000000000000000,18,WETH,01/18/2022
484,130000000000000000,18,ETH,05/01/2021
485,,,,
486,21987444172676523158,18,ETH,08/21/2021
487,88000000000000000000,18,ETH,03/15/2022
488,12000000000000000000,18,ETH,07/17/2021
489,5000000000000000000,18,WETH,06/30/2021
490,,,,
491,15000000000000000000,18,ETH,08/02/2021
492,750000000000000000,18,ETH,05/31/2021
493,65000000000000000000,18,ETH,11/17/2021
494,,,,
495,,,,
496,,,,
497,,,,
498,,,,
499,,,,
500,59000000000000000000,18,ETH,12/26/2021
501,,,,
502,,,,
503,49000000000000000000,18,ETH,11/16/2021
504,48000000000000000000,18,ETH,08/30/2021
505,,,,
506,100000000000000000000,18,ETH,01/29/2022
507,5000000000000000000,18,ETH,06/17/2021
508,8000000000000000000,18,ETH,07/17/2021
509,,,,
510,,,,
511,125,0,WETH,03/20/2022
512,4000000000000000000,18,ETH,06/07/2021
513,127000000000000000000,18,ETH,01/31/2022
514,,,,
515,,,,
516,11000000000000000000,18,ETH,08/04/2021
517,55000000000000000000,18,ETH,11/18/2021
518,46000000000000000000,18,ETH,08/28/2021
519,,,,
520,99000000000000000000,18,ETH,01/03/2022
521,,,,
522,4800000000000000000,18,ETH,07/14/2021
523,,,,
524,,,,
525,16750000000000000000,18,ETH,08/05/2021
526,114990000000000000000,18,ETH,03/21/2022
527,,,,
528,6500000000000000000,18,ETH,05/04/2021
529,120000000000000000000,18,ETH,03/19/2022
530,500000000000000000,18,ETH,05/28/2021
531,58880000000000000000,18,ETH,11/18/2021
532,114950000000000000000,18,ETH,04/03/2022
533,74000000000000000000,18,WETH,03/12/2022
534,88000000000000000000,18,ETH,01/03/2022
535,,,,
536,105000000000000000000,18,ETH,03/22/2022
537,,,,
538,,,,
539,83000000000000000000,18,ETH,03/05/2022
540,,,,
541,,,,
542,10999900000000000000,18,ETH,06/22/2021
543,310000000000000000,18,ETH,05/05/2021
544,73000000000000000000,18,ETH,07/21/2021
545,1990000000000000000,18,ETH,06/13/2021
546,155000000000000000000,18,ETH,08/25/2021
547,950000000000000000,18,ETH,05/02/2021
548,4500000000000000000,18,ETH,06/24/2021
549,2250000000000000000,18,ETH,06/19/2021
550,22000000000000000000,18,ETH,07/16/2021
551,1590000000000000000,18,ETH,06/06/2021
552,549000000000000000,18,ETH,05/03/2021
553,1440000000000000000,18,ETH,06/06/2021
554,1880000000000000000,18,ETH,06/08/2021
555,777000000000000000,18,ETH,05/06/2021
556,,,,
557,3000000000000000000,18,WETH,06/01/2021
558,6500000000000000000,18,WETH,07/26/2021
559,,,,
560,790000000000000000,18,ETH,05/31/2021
561,3670000000000000000,18,ETH,06/19/2021
562,149000000000000000000,18,ETH,01/31/2022
563,,,,
564,24490000000000000000,18,ETH,08/23/2021
565,23000000000000000000,18,ETH,07/15/2021
566,445500000000000000,18,ETH,05/04/2021
567,99000000000000000000,18,ETH,03/12/2022
568,500000000000000000,18,WETH,05/02/2021
569,76500000000000000000,18,ETH,01/13/2022
570,45000000000000000000,18,ETH,11/15/2021
571,37950000000000000000,18,ETH,10/13/2021
572,90000000000000000000,18,ETH,02/25/2022
573,39062299999999980000,18,WETH,11/25/2021
574,450000000000000000,18,ETH,05/24/2021
575,79490000000000000000,18,ETH,03/12/2022
576,2690000000000000000,18,ETH,06/19/2021
577,2240000000000000000,18,ETH,06/10/2021
578,,,,
579,,,,
580,400000000000000000,18,ETH,05/06/2021
581,7469000000000000000,18,ETH,07/17/2021
582,110000000000000000000,18,ETH,10/09/2021
583,37000000000000000000,18,ETH,10/31/2021
584,500000000000000000,18,ETH,05/30/2021
585,825,1,WETH,01/20/2022
586,49690000000000000000,18,ETH,08/24/2021
587,24000000000000000000,18,ETH,08/08/2021
588,250000000000000000,18,ETH,05/02/2021
589,2000000000000000000,18,ETH,06/17/2021
590,74690000000000000000,18,ETH,09/30/2021
591,1800000000000000000,18,ETH,05/01/2021
592,1250000000000000000,18,ETH,06/05/2021
593,2000000000000000000,18,ETH,06/07/2021
594,3838300000000000000,18,ETH,06/15/2021
595,1000000000000000000,18,ETH,05/31/2021
596,,,,
597,750000000000000000,18,ETH,05/31/2021
598,1750000000000000000,18,ETH,06/12/2021
599,46600000000000000000,18,ETH,11/08/2021
600,,,,
601,42000000000000000000,18,ETH,09/09/2021
602,150000000000000000000,18,ETH,02/01/2022
603,7890000000000000000,18,ETH,07/24/2021
604,86694200000000000000,18,ETH,12/10/2021
605,199000000000000000000,18,ETH,12/22/2021
606,67000000000000000000,18,ETH,12/31/2021
607,2200000000000000000,18,ETH,06/18/2021
608,3500000000000000000,18,ETH,07/08/2021
609,1500000000000000000,18,ETH,06/18/2021
610,10000000000000000000,18,ETH,06/21/2021
611,100000000000000000000,18,ETH,01/26/2022
